Core, 0
Cumulative Cycles, 16125120            
Cumulative Instructions, 20000002            
Cumulative IPC, 1.24030
Periodic Cycles, 7994419             
Periodic Instructions, 9999997             
Periodic IPC, 1.25087

BTB_ON_PATH_MISS_count,         35148
BTB_ON_PATH_MISS_pct,        1.758
BTB_ON_PATH_MISS_total_count,         83481
BTB_ON_PATH_MISS_total_pct,        2.072

BTB_ON_PATH_HIT_count,       1964351
BTB_ON_PATH_HIT_pct,       98.242
BTB_ON_PATH_HIT_total_count,       3946401
BTB_ON_PATH_HIT_total_pct,       97.928
BTB_ON_PATH_HIT_sum_count,       1999499
BTB_ON_PATH_HIT_sum_pct,      100.000
BTB_ON_PATH_HIT_sum_total_count,       4029882
BTB_ON_PATH_HIT_sum_total_pct,      100.000
BTB_ON_PATH_HIT_mean,         0.98
BTB_ON_PATH_HIT_stddev,         0.97
BTB_ON_PATH_HIT_total_mean,         0.98
BTB_ON_PATH_HIT_total_stddev,         0.97

BTB_OFF_PATH_MISS_count,         33289
BTB_OFF_PATH_MISS_pct,        0.444
BTB_OFF_PATH_MISS_total_count,        146467
BTB_OFF_PATH_MISS_total_pct,        1.021

BTB_OFF_PATH_HIT_count,       7466001
BTB_OFF_PATH_HIT_pct,       99.556
BTB_OFF_PATH_HIT_total_count,      14194942
BTB_OFF_PATH_HIT_total_pct,       98.979
BTB_OFF_PATH_HIT_sum_count,       7499290
BTB_OFF_PATH_HIT_sum_pct,      100.000
BTB_OFF_PATH_HIT_sum_total_count,      14341409
BTB_OFF_PATH_HIT_sum_total_pct,      100.000
BTB_OFF_PATH_HIT_mean,         1.00
BTB_OFF_PATH_HIT_stddev,         0.99
BTB_OFF_PATH_HIT_total_mean,         0.99
BTB_OFF_PATH_HIT_total_stddev,         0.98

BTB_ON_PATH_WRITE_count,            88
BTB_ON_PATH_WRITE_pct,       96.703
BTB_ON_PATH_WRITE_total_count,           601
BTB_ON_PATH_WRITE_total_pct,       93.906

BTB_OFF_PATH_WRITE_count,             3
BTB_OFF_PATH_WRITE_pct,        3.297
BTB_OFF_PATH_WRITE_total_count,            39
BTB_OFF_PATH_WRITE_total_pct,        6.094
BTB_OFF_PATH_WRITE_sum_count,            91
BTB_OFF_PATH_WRITE_sum_pct,      100.000
BTB_OFF_PATH_WRITE_sum_total_count,           640
BTB_OFF_PATH_WRITE_sum_total_pct,      100.000
BTB_OFF_PATH_WRITE_mean,         0.03
BTB_OFF_PATH_WRITE_stddev,         0.18
BTB_OFF_PATH_WRITE_total_mean,         0.06
BTB_OFF_PATH_WRITE_total_stddev,         0.23

BP_ON_PATH_CORRECT_count,       1887545
